,text,label
9161,Mécanismes de feedback auprès des administrations et établissements publics.,Ministre de la Sécurité sociale
9162,Tentative d'attentat à Paris,Ministre de l'Intérieur
9163,Ratification de la Convention du Conseil de l'Europe sur la lutte contre la traite des êtres humains,Ministre de la Justice
9164,Terminal CFL intermodal Bettembourg-Dudelange,Ministre du Développement durable et des Infrastructures
9165,Fermeture d'ateliers au Centre pénitentiaire de Schrassig,Ministre de la Justice
9166,Elargissement de deux à trois voies de l'autoroute A6 (Arlon-Luxembourg),Ministre du Développement durable et des Infrastructures
9167,17ième actualisation du programme de stabilité et le rapport du Fonds Monétaire International sur l'économie luxembourgeoise,Ministre des Finances
9168,Précautions à prendre avec les téléphones mobiles,Ministre de la Santé
9169,Introduction de la gratuité dans les transports en commun,Ministre du Développement durable et des Infrastructures
9170,Mariage des couples homosexuels,Ministre de la Justice
9171,Bibliothèque nationale,Ministre du Développement durable et des Infrastructures
9172,Mésaffectation de logements à des fins professionnelles,Ministre de l'Intérieur
9173,"Création de ""maisons de l'enfant""",Ministre de la Justice
9174,Conduite sous l'emprise de drogues,Ministre du Développement durable et des Infrastructures
9175,Décision de la Belgique de placer le Luxembourg sur la liste noire des paradis fiscaux,Premier Ministre
9176,Plan sectoriel réglant l'implantation des antennes GSM ou UMTS,Ministre de l'Intérieur
9177,Contrôle des mesures sanitaires dans les transports publics,Ministre des Finances
9178,"Affaire ""Bommeleeër"" - Avis du Federal Bureau of Investigation (FBI)",Ministre de la Justice
9179,Contrôle et information du trafic sur les autoroutes (CITA),Ministre du Développement durable et des Infrastructures
9180,Exclusion des Autobus de la Ville de Luxembourg du transport de personnes dans les communes voisines de la Ville de Luxembourg,Ministre du Développement durable et des Infrastructures
9181,Vente de produits de tabacs dans les commerces se trouvant dans les hôpitaux,Ministre de la Santé
9182,Respect de la loi sur les médias électroniques,Premier Ministre
9183,Zukunftspak,Ministre des Finances
9184,"Projet ""Garde de nuit""",Ministre de la Santé
9185,Accessibilité des avis émis par le Conseil d'Etat,Premier Ministre
9186,Plan d'action européen de la défense,Premier Ministre
9187,"Risque de diabète dû à la consommation de boissons ""light""",Ministre de la Santé
9188,Plafonnement de l'index,Ministre des Finances
9189,Subsides accordés,Ministre de la Justice
9190,Travaux de renouvellement de la N7 (E421) près de Hosingen,Ministre du Développement durable et des Infrastructures
9191,"Construction de ""l'Hôpital Kirchberg""",Ministre de la Santé
9192,École nationale pour adultes,Ministre de l'Education nationale
9193,Réouverture de la route nationale CR 106,Ministre du Développement durable et des Infrastructures
9194,Trafic de drogues au prison,Ministre de la Justice
9195,Irradiation des aliments,Ministre de la Santé
9196,Formalités lors du dépôt des listes de candidats pour les élections législatives,Premier Ministre
9197,Laboratoire du sommeil,Ministre de la Santé
9198,Refonte du droit pharmaceutique,Ministre de la Santé
9199,Augmentation du traffic de poids lourds à Grevenmacher,Ministre du Développement durable et des Infrastructures
9200,Éducation sexuelle,Ministre de l'Education nationale
9201,question retirée en date du 19.09.2001,Ministre de l'Intérieur
9202,Pédagogie multisensorielle pour les enfants dyslexiques,Ministre de l'Education nationale
9203,"Frais du mariage de Son Altesse Royale le Prince Guillaume, Grand-Duc Héritier, avec la Comtesse Stéphanie de Lannoy",Premier Ministre
9204,Fermeture du CR418 entre Echternach et Moersdorf suite à un glissement de terrain,Ministre du Développement durable et des Infrastructures
9205,Législation en matière de gestation pour autrui,Ministre de la Justice
9206,Accises prélevées sur les produits pétroliers,Ministre des Finances
9207,Évolution de la consommation de médicaments psychotropes,Ministre de la Santé
9208,Teneur en sucre dans les boissons,Ministre de la Santé
9209,Signalisation routière,Ministre du Développement durable et des Infrastructures
9210,Remboursement par les caisses de maladie d'un appareil médical d'électrostimulation TENS et les électrodes respectives,Ministre de la Sécurité sociale
9211,Prime fiscale pour l'achat d'un vélo ou d'un pedelec,Ministre des Finances
9212,"""Migrant Integration Policy Index""",Premier Ministre
9213,Harcèlement à l'école,Ministre de l'Education nationale
9214,Pollution de l'air due aux émissions d'oxyde d'azote,Ministre de la Santé
9215,"Négociations sur le Partenariat Transatlantique de Commerce et d'Investissement, dénommé TTIP",Ministre de la Justice
9216,"Installation de la ""Maison du Parc naturel Mëllerdall"" dans le ""Château Renaissance de Beaufort""",Ministre du Développement durable et des Infrastructures
9217,Elaboration d'un dictionnaire pour le secteur de la santé,Ministre de la Santé
9218,Abolition du transport public gratuit des étudiants,Ministre du Développement durable et des Infrastructures
9219,Réserves en eau potable,Ministre de l'Intérieur
9220,Hausse généralisée des taux de TVA,Ministre des Finances
9221,Maladies rares,Ministre de la Santé
9222,Installations solaires photovoltaïques,Ministre du Développement durable et des Infrastructures
9223,Utilisation de la langue luxembourgeoises dans le système judiciaire,Ministre de la Justice
9224,Produit désinfectant nommé Lionser-Medical Disinfectant,Ministre de la Santé
9225,Transport transfrontalier par ambulance,Ministre de la Santé
9226,Aménagement et valorisation du site Belval (conservation d'un des deux hauts-fourneaux),Premier Ministre
9227,Mesures de sécurité au Centre pénitentiaire,Ministre de la Justice
9228,Augmentation de la TVA et répercussions sur les lois de financement,Ministre des Finances
9229,Entretien des installations douanières aux frontières luxembourgeoises,Ministre du Développement durable et des Infrastructures
9230,Cybercriminalité,Premier Ministre
9231,Imposition des associations sans but lucratif,Ministre des Finances
9232,Tarification transfrontalière avec la Belgique en matière de transports en commun,Ministre du Développement durable et des Infrastructures
9233,Réunion sur les objectifs européens 2030 en matière de climat,Ministre du Développement durable et des Infrastructures
9234,Certificat de résidence des personnes ayant acquis le statut de réfugié,Ministre de l'Intérieur
9235,Encadrement psychologique de certaines professions à risque,Ministre de l'Intérieur
9236,Lycée prévu pour le canton de Clervaux,Ministre de l'Education nationale
9237,Nouveau site pour la Chambre d'Agriculture et les laboratoires de l'Administration des Services techniques de l'Agriculture,Ministre du Développement durable et des Infrastructures
9238,Impact de l'obligation du port du masque sur les enfants,Ministre de l'Education nationale
9239,Healthnet,Ministre de la Santé
9240,Remboursement du médicament Lucentis,Ministre de la Sécurité sociale
9241,Compétences de la commission consultative des droits de l'homme,Premier Ministre
9242,Procédure de remboursement de diverses prestations dans le domaine de la santé,Ministre de l'Education nationale
9243,Insertion obligatoire d'une référence au plan d'occupation du sol dans les actes immobiliers,Ministre de l'Intérieur
9244,Vote par correspondance aux élections législatives et européennes 2004,Premier Ministre
9245,Bruit le long de la voie express B7,Ministre du Développement durable et des Infrastructures
9246,Hospitalisation à l'étranger lors de la pandémie de la Covid-19,Ministre de la Santé
9247,Le fonctionnement du Laboratoire National de Santé,Ministre de la Santé
9248,CR 314 entre Eschdorf et Lultzhausen,Ministre du Développement durable et des Infrastructures
9249,Modification des statuts de l'Union des Caisses de Maladie (UCM),Ministre de la Sécurité sociale
9250,Problèmes liés au service médical d'urgence,Ministre de la Sécurité sociale
9251,Préparation économico-financier du Brexit,Ministre des Finances
9252,Rendez-vous pour l'administration de la 2e dose du vaccin contre la Covid-19,Ministre de la Santé
9253,Implantation d'une usine de production de yaourt au Luxembourg,Ministre des Finances
9254,"""Südspidol""",Ministre de la Santé
9255,Fort Olisy,Ministre du Développement durable et des Infrastructures
9256,Utilisation thérapeutique du cannabis,Ministre de la Santé
9257,Prise en charge des frais de conservation et de préservation des édifices religieux mis à la disposition du fonds,Ministre de l'Intérieur
9258,Demandeurs d'asile pendant l'année 1999,Ministre de la Justice
9259,Convention collective des conducteurs d'autobus,Ministre du Développement durable et des Infrastructures
9260,Qualifications requises pour la surveillance des activités balnéaires pendant les vacances scolaires,Ministre de l'Education nationale
9261,Versement d'intérêts de l'Etat à ses créanciers,Ministre des Finances
9262,Défaillances du système informatique au Centre Pénitentiaire de Schrassig,Ministre de la Justice
9263,Harcèlement moral,Ministre de la Santé
9264,Appareils de mesurage du volume sonore,Ministre de la Justice
9265,Sel de déneigement,Ministre du Développement durable et des Infrastructures
9266,Scandale de la viande de cheval,Ministre de la Santé
9267,Revalorisation des friches industrielles de Wiltz,Ministre du Développement durable et des Infrastructures
9268,Fumer en terrasse des restaurants,Ministre de la Santé
9269,Ligne ferroviaire du Nord,Ministre du Développement durable et des Infrastructures
9270,Paiement de l'indemnité pécuniaire de maternité,Ministre de la Santé
9271,Pointeurs laser,Ministre du Développement durable et des Infrastructures
9272,Communication de l'dentité de personnes en fuite du Centre hospitalier neuro-psychiatrique d'Ettelbrück (CHNP) et médicaments administrés,Ministre de la Santé
9273,Mesures de sécurité en cas d'agitations,Ministre de la Justice
9274,Administration de psychotropes dans les maisons de retraite,Ministre de la Santé
9275,"Etat de la maison dite ""Franz Meyer"" à Marnach",Ministre des Finances
9276,Exécution de la directive concernant l'imposition des revenus de l'épargne,Ministre des Finances
9277,Mesures au niveau des cantines d'entreprises dans le cadre de la pandémie de la Covid-19,Ministre de la Santé
9278,"Inscription de ressortissants luxembourgeois en sections kinésithérapie, éducation spécialisée, ergothérapie, logopédie et médecine vétérinaire dans une Haute Ecole ou Université belges",Ministre de la Santé
9279,Ligne RGTR 608,Ministre du Développement durable et des Infrastructures
9280,"Attaque informatique sur la plateforme ""education.lu""",Ministre de l'Education nationale
9281,"Obligation d'un ""Compte chèque postal"" pour le personnel de la fonction publique",Ministre des Finances
